pl_name,hostname,pl_rade,pl_masse,pl_dens,pl_orbsmax,pl_orbper,st_mass,st_teff,st_rad,st_lum,pl_orbeccen,sy_dist,glon,glat,planet_type,hz_start_con,hz_end_con,hz_start_opt,hz_end_opt,in_hz,hz_dist,X_gal,Y_gal,Z_gal,pl_seff
TOI-1273 b,TOI-1273,11.09689089,70.55790635,0.28,0.0549,4.631296,1.06,5690.0,1.06,0.02938,0.055,177.118,103.38145,55.39162,Gas-giant,0.779169930085011,1.8488944710782282,1.014602602015676,1.7778853177678935,Too_hot,0.959702602015676,-23.281383947869198,97.86555739311206,145.77755575398905,355.00568767453143
TOI-1279 b,TOI-1279,2.66146528,10.6,3.05,0.085,9.61419,0.8784,5457.0,0.8426,-0.24336,0.0,107.055,131.71751,60.39171,Mega-Earth,0.574573344180018,1.3783788423003454,0.7517921672071266,1.325434594891589,Too_hot,0.6667921672071266,-35.19770660427147,39.480741063748916,93.07612776569961,79.03185007726307
TOI-1288 b,TOI-1288,4.96846551,44.1,1.97,0.0374,2.6998279,0.9552,5388.0,0.9583,-0.1549,0.0,114.865,101.44251,13.28607,Neptune-like,0.637935955866785,1.5354256876473766,0.8357854127923472,1.4764471875627663,Too_hot,0.7983854127923472,-22.177534558154306,109.56869069698321,26.397484820919885,500.44550825795477
TOI-1294 b,TOI-1294,10.12369881,63.9,0.34,0.051,3.915292,1.1578,5718.0,1.5566,0.36847,0.0,332.648,109.54698,43.37255,Gas-giant,1.1499683307874002,2.725249172517603,1.4965189015233247,2.6205838390213385,Too_hot,1.4455189015233247,-80.90239635345023,227.86735993240083,228.44246637984574,898.1102393451778
TOI-1295 b,TOI-1295,15.69257298,451.31633794,0.65,0.047,3.1968838,1.38,6280.0,1.7,0.58659,0.024,388.227,98.63193,34.77412,Gas-giant,1.445798126392599,3.3441357884056737,1.8563363274428584,3.2157317034508197,Too_hot,1.8093363274428584,-47.86138367185438,315.2802137158689,221.42239796662759,1747.407856991272
TOI-1296 b,TOI-1296,14.11645916,95.3,0.19,0.051,3.9443736,1.1576,5567.0,1.7031,0.40157,0.0,323.265,101.40393,34.1568,Gas-giant,1.2019478895027382,2.8684806565041,1.56922181235664,2.7583066608735964,Too_hot,1.51822181235664,-52.89194270087044,262.2219760495993,181.50024214576467,969.2362481441959
TOI-1298 b,TOI-1298,9.65807033,99.0,0.6,0.057,4.537143,1.2187,5752.0,1.4536,0.32056,0.0,319.036,103.88664,38.97653,Gas-giant,1.0867625667549554,2.57145537185719,1.4131948656949094,2.4726981330718294,Too_hot,1.3561948656949094,-59.52516151458569,240.7707568476843,200.67428108667974,643.8879367503032
TOI-132 b,TOI-132,3.42,22.4,3.08,0.026,2.1097019,0.97,5397.0,0.9,-0.22185,0.059,163.678,353.41363,-57.81809,Mega-Earth,0.5903990879657427,1.420399697254756,0.7733768146789924,1.3658397983536956,Too_hot,0.7473768146789924,86.60103192267056,-9.999204662507235,-138.53073615644252,887.5714090734376
TOI-1333 b,TOI-1333,15.647764,753.2571,1.08,0.0626,4.720219,1.464,6274.0,1.925,0.71349,0.073,200.492,93.40166,-3.18125,Gas-giant,1.673618320877447,3.872013243733578,2.1491693574008988,3.723340022426028,Too_hot,2.0865693574008986,-11.877919586312322,199.83033682864934,-11.126256030203699,1319.2932291887123
TOI-1347 b,TOI-1347,1.8,11.1,9.9,0.01700212798394228,0.84742346,0.913,5464.0,0.83,-0.25964,0.0,147.476,100.863,26.2656,Mega-Earth,0.5637457456492558,1.3519542121351873,0.7375250632690575,1.3000251257510764,Too_hot,0.7205229352851152,-24.92389906826246,129.8796121801574,65.26297703267127,1902.626047057842
TOI-1347 c,TOI-1347,1.6,6.4,4.1,0.0543396967330757,4.841962,0.913,5464.0,0.83,-0.25964,0.0,147.476,100.863,26.2656,Super-Earth,0.5637457456492558,1.3519542121351873,0.7375250632690575,1.3000251257510764,Too_hot,0.6831853665359818,-24.92389906826246,129.8796121801574,65.26297703267127,186.2625650396322
TOI-1386 b,TOI-1386,6.2163865,45.8,1.04,0.173,25.8401,1.0363,5735.0,1.0235,0.0103,0.0,146.858,101.69746,-2.10233,Gas-giant,0.760856425689737,1.8017085947622644,0.9897719118093482,1.7325130969382798,Too_hot,0.8167719118093482,-29.754520270880878,143.71122683145654,-5.387389910465852,34.21431060966622
TOI-1408 b,TOI-1408,25.0,593.0,0.18,0.05778,4.42587,1.312,6117.0,1.53,0.47129,0.0023,139.484,107.27331,17.41208,Gas-giant,1.2740387963023514,2.9666125143224984,1.6424523305460743,2.852696907492585,Too_hot,1.5846723305460744,-39.519155975557545,127.08988718330359,41.739467446467536,886.614694678323
TOI-1408 c,TOI-1408,2.22,7.6,3.8,0.03587,2.1664,1.312,6117.0,1.53,0.47129,0.1353,139.484,107.27331,17.41208,Super-Earth,1.2740387963023514,2.9666125143224984,1.6424523305460743,2.852696907492585,Too_hot,1.6065823305460742,-39.519155975557545,127.08988718330359,41.739467446467536,2300.526533562218
TOI-1410.01,TOI-1410,3.10083009,12.5,2.3,0.0207,1.21687,0.7941,4635.0,0.7558,-0.6216,0.0,72.7512,95.32486,-12.02398,Icy-Solid,0.38354685310321707,0.9572609453401311,0.5073145925553486,0.9204762124923616,Too_hot,0.4866145925553486,-6.60337684817887,70.84800700381602,-15.155606857799198,557.775339327575
TOI-1411 b,TOI-1411,1.19880592,2.0,6.36,0.02122,1.4520527,0.6045,4115.0,0.614,-1.01323,0.0,32.4778,76.25875,52.90913,Super-Earth,0.24846565009173857,0.6351567948292315,0.32897978899141445,0.6107426517478344,Too_hot,0.30775978899141443,4.6525863244352195,19.026135715515686,25.90689277139304,215.41663665131043
TOI-1416 b,TOI-1416,1.62,3.48,4.5,0.019,1.0697568,0.798,4884.0,0.793,-0.49406235795552916,0.0,55.0135,76.1889,65.39358,Super-Earth,0.44023541407225597,1.0856989547948626,0.5810619261406847,1.0439843678645202,Too_hot,0.5620619261406847,5.468316262232136,22.244391563784948,50.01769430374836,888.0357304656085
TOI-1420 b,TOI-1420,11.89,25.1,0.082,0.071,6.9561063,0.987,5510.0,0.923,-0.15181,0.17,201.918,104.72204,10.82417,Gas-giant,0.637080283241976,1.5244964939009817,0.8327118111936765,1.4659412966368877,Too_hot,0.7617118111936766,-50.400460002845826,191.81448598707857,37.91932648418712,139.85348807958326
TOI-1422 b,TOI-1422,3.96,9.0,0.795,0.108,12.9972,0.981,5840.0,1.019,0.04766,0.04,155.141,107.66141,-21.01388,Gas-giant,0.7909424866061415,1.8640547741561717,1.0264581046037267,1.7924681976474772,Too_hot,0.9184581046037267,-43.93808478032335,137.9970403183123,-55.63264734149544,95.67808824138335
TOI-1431 b,TOI-1431,16.70138124,991.62462984,1.17,0.046,2.650237,1.9,7690.0,1.92,1.06819,0.0022,148.925,94.60687,5.72303,Gas-giant,2.4239049308308167,5.396732480075142,3.0229988687483216,5.189593790905634,Too_hot,2.9769988687483218,-11.901803018837185,147.703952995549,14.850756862512036,5529.35325430334
TOI-1437 b,TOI-1437,2.24,9.6,4.709707543731777,0.14,18.840942,1.1,6008.0,1.17,0.28466,0.17,103.297,85.26894,36.91355,Super-Earth,1.0321205782426384,2.4144980855814335,1.3341282652557085,2.3217791192492854,Too_hot,1.1941282652557086,6.811951240685145,82.30895615668152,62.04114171815351,98.26614719803909
TOI-1438 b,TOI-1438,3.04,9.4,1.8,0.0553,5.13967,0.876,5230.0,0.82,-0.34679,0.0,110.513,106.04263,26.62379,Mini-Neptune,0.5147034082039502,1.2482670778935394,0.6761834490935436,1.200315045720091,Too_hot,0.6208834490935435,-27.30227542267663,94.94766990502971,49.52422543917094,147.1498207462184
TOI-1438 c,TOI-1438,2.75,10.6,2.9,0.083,9.428089,0.876,5230.0,0.82,-0.34679,0.0,110.513,106.04263,26.62379,Icy-Solid,0.5147034082039502,1.2482670778935394,0.6761834490935436,1.200315045720091,Too_hot,0.5931834490935436,-27.30227542267663,94.94766990502971,49.52422543917094,65.32114898037496
TOI-1439 b,TOI-1439,4.2427861,38.5,2.76,0.192,27.644,1.2313,5841.0,1.6184,0.44091,0.157,230.306,101.1887,39.99489,Icy-Solid,1.2438054216441004,2.9312085055323673,1.6141307762781052,2.8186393403683505,Too_hot,1.4221307762781052,-34.23615275949663,173.0843581275492,148.0221079832425,74.86994991334353
TOI-1443 b,TOI-1443,2.30381001,30.0,14.0,0.147,23.540678,0.7663,5224.0,0.7511,-0.42022,0.0,85.8034,108.35147,22.90356,Mega-Earth,0.4730909254746613,1.1476802825830124,0.6215760139629246,1.1035921448041996,Too_hot,0.4745760139629246,-24.88497724026774,75.0190929255556,33.39306898052666,17.58511976661831
TOI-1444 b,TOI-1444,1.41792246,3.58,6.84,0.0116,0.4702743,0.9513,5460.0,0.9105,-0.17587,0.0,125.463,104.38782,18.61787,Super-Earth,0.6209235189538234,1.489358774213217,0.812391288450924,1.432151813690238,Too_hot,0.8007912884509241,-29.54409436710769,115.16828439434485,40.05467671434557,4956.944102279355
TOI-1448 b,TOI-1448,2.749,19.5,9.51,0.0567,8.112245,0.372,3412.0,0.38,-1.75498,0.36,73.3345,96.29363,7.12331,Mega-Earth,0.10765131493899396,0.2833988518708102,0.1419438324143116,0.27250167322242125,Too_hot,0.0852438324143116,-7.977156825842361,72.32990808840852,9.093858100294549,5.468319510766931
TOI-1451 b,TOI-1451,2.61143902,15.2,4.67,0.127,16.537944,1.0022,5801.0,1.0162,0.02449,0.0,91.9362,128.32133,55.60337,Mega-Earth,0.7713323688568234,1.821036878869632,1.001906653243585,1.7511011423041285,Too_hot,0.874906653243585,-32.20429867298053,40.74651850840202,75.86085450919937,65.59678554916324
TOI-1452 b,TOI-1452,1.672,4.82,5.6,0.061,11.06201,0.249,3185.0,0.275,-2.1549,0.0,30.5212,104.66497,23.81292,Super-Earth,0.06823486941347277,0.18124715100613037,0.0898081295406585,0.17427715545092337,Too_hot,0.028808129540658506,-7.069140633449613,27.01323707250248,12.322983527104508,1.8812232172289622
TOI-1453 b,TOI-1453,1.173,2.32,8.215288,0.04637345201206633,4.3135225,0.715,4975.0,0.72,-0.5458740204926021,0.0,78.7415,85.57623,35.75066,Super-Earth,0.413329920747254,1.014867680140459,0.5449820631376359,0.975876462174534,Too_hot,0.49860861112556953,4.929087488155794,63.71364235015302,46.0054311713399,132.3083118036322
TOI-1453 c,TOI-1453,2.224,2.95,1.472135,0.06150557134113055,6.5886982,0.715,4975.0,0.72,-0.5458740204926021,0.0,78.7415,85.57623,35.75066,Mini-Neptune,0.413329920747254,1.014867680140459,0.5449820631376359,0.975876462174534,Too_hot,0.4834764917965053,4.929087488155794,63.71364235015302,46.0054311713399,75.21371935002274
TOI-1468 b,TOI-1468,1.401,3.04,6.1,0.02107,1.8805201,0.3527,3376.0,0.3714,-1.7921,0.0099,24.7399,127.87377,-43.50115,Super-Earth,0.10322463602422548,0.27213349133792275,0.1360672261432263,0.2616693080089894,Too_hot,0.1149972261432263,-11.017077654826588,14.165433278852175,-17.030183556847174,36.35556754507722
TOI-1468 c,TOI-1468,2.126,4.1,2.31,0.08608,15.532477,0.3527,3376.0,0.3714,-1.7921,0.111,24.7399,127.87377,-43.50115,Icy-Solid,0.10322463602422548,0.27213349133792275,0.1360672261432263,0.2616693080089894,Too_hot,0.0499872261432263,-11.017077654826588,14.165433278852175,-17.030183556847174,2.1781886131042603
TOI-1470 b,TOI-1470,2.18,7.32,3.86,0.0285,2.527093,0.471,3709.0,0.469,-1.42481,0.3,51.9503,121.59773,-1.62965,Super-Earth,0.15638383779459464,0.4067742093022929,0.2066665648171957,0.3911353082751665,Too_hot,0.1781665648171957,-27.208462545442806,44.230651068316654,-1.4774105983291619,46.29139622110281
TOI-1470 c,TOI-1470,2.47,7.24,2.66,0.106,18.08816,0.471,3709.0,0.469,-1.42481,0.5,51.9503,121.59773,-1.62965,Icy-Solid,0.15638383779459464,0.4067742093022929,0.2066665648171957,0.3911353082751665,Too_hot,0.1006665648171957,-27.208462545442806,44.230651068316654,-1.4774105983291619,3.346403220059697
TOI-1472 b,TOI-1472,4.15964583,16.5,1.24,0.065,6.36381,0.9154,5133.0,0.8377,-0.35556,0.0,121.84,123.78731,-14.22589,Gas-giant,0.5114704141114255,1.2462592422048528,0.6729463065990108,1.1983819436972767,Too_hot,0.6079463065990107,-65.67883425004385,98.15689280665593,-29.941621968389242,104.37903723387944
TOI-150.01,TOI-150,14.067295,797.7533,1.68,0.07037,5.857487,1.351,6255.0,1.526,0.49651,0.262,336.267,285.34053,-23.1643,Neptune-like,1.3046079443775924,3.020589287581575,1.6761026767023477,2.9046072548662436,Too_hot,1.6057326767023476,81.78921709178142,-298.1422460062864,-132.27705924626696,633.4829025526573
TOI-1518 b,TOI-1518,21.01683881,731.0053361,0.4341953106906839,0.0389,1.902603,1.79,7300.0,1.95,0.9856493095247434,0.01,225.888,115.00859,5.43873,Gas-giant,2.2177950041450267,4.968479951509513,2.7817918551642813,4.777764346957525,Too_hot,2.7428918551642814,-95.06517872191768,203.78816067755233,21.409948767569862,6393.668378209537
TOI-157 b,TOI-157,14.414774,375.0394,0.686,0.03138,2.0845435,0.948,5404.0,1.167,0.01995,0.0,355.683,289.06331,-32.93009,Gas-giant,0.7796935800652639,1.875182914079945,1.0212049871252644,1.8031542897606267,Too_hot,0.9898249871252645,97.50598563061915,-282.16471920918076,-193.35472709195832,1063.2713734813058
TOI-1601 b,TOI-1601,14.19902343,387.0,0.74,0.069,5.33175,1.5055,5982.0,2.195,0.74772,0.0,336.608,142.89047,-17.87153,Gas-giant,1.7607939094164782,4.1237734340002286,2.2774460758858717,3.9654149888442585,Too_hot,2.2084460758858717,-255.48635361536864,193.28962140473317,-103.29952099374762,1174.956582114075
TOI-163 b,TOI-163,16.690201,387.7526,0.49,0.058,4.231306,1.4352,6495.0,1.648,0.63649,0.0,411.719,283.04795,-32.81145,Gas-giant,1.5192009188004183,3.485022050573224,1.9401153366227224,3.3512187338205632,Too_hot,1.8821153366227223,78.12255278849615,-337.0986075197464,-223.10071832035104,1287.1643798497917
TOI-1634 b,TOI-1634,1.773,7.57,7.6,0.01490173613535019,0.9893455,0.451,3472.0,0.45,-1.5784,0.0,35.2736,157.38273,-13.8523,Super-Earth,0.13175157582780983,0.3460163137107007,0.17380538290149028,0.33271176510159645,Too_hot,0.15890364676614008,-31.613865064305358,13.170763427195828,-8.445198837252699,118.8847809247372
TOI-1669 c,TOI-1669,2.2963977,13.0,6.0,0.0376,2.6800535,0.9867,5497.0,1.0561,-0.03574,0.0,111.276,126.69567,21.70691,Mega-Earth,0.728545355993216,1.7444392955722003,0.9525095151477937,1.6774357777831683,Too_hot,0.9149095151477937,-61.7793267640153,82.89639897504253,41.156408948735894,651.4548326694787
TOI-1670 b,TOI-1670,2.06,41.31769291,8.6,0.103,10.98462,1.21,6170.0,1.316,0.35194108100672394,0.59,168.067,103.42009,32.9746,Mega-Earth,1.1081874446350248,2.57473092946938,1.4267693123013399,2.4758653456289377,Too_hot,1.3237693123013399,-32.72301709632928,137.14352431373842,91.47335338731371,211.96620853047222
TOI-1670 c,TOI-1670,11.06326395,200.23189641,0.81,0.249,40.74976,1.21,6170.0,1.316,0.35194108100672394,0.09,168.067,103.42009,32.9746,Gas-giant,1.1081874446350248,2.57473092946938,1.4267693123013399,2.4758653456289377,Too_hot,1.17776931230134,-32.72301709632928,137.14352431373842,91.47335338731371,36.26956833437815
TOI-169 b,TOI-169,12.172974,251.40353,0.76,0.03524,2.2554477,1.147,5880.0,1.288,0.25261,0.0,407.84,301.58794,-41.88837,Gas-giant,0.9998212911088346,2.3521191073518137,1.2963259511861418,2.2617906386944457,Too_hot,1.2610859511861419,159.03570356578126,-258.63080983270885,-272.30720665567065,1440.5827182544501
TOI-1694 b,TOI-1694,5.3422266,31.3,1.13,0.045,3.770107,0.853,5058.0,0.8036,-0.41794,0.0,124.68,148.58523,22.70153,Gas-giant,0.47740752305381295,1.1674956271837345,0.628796657291164,1.1226424142197546,Too_hot,0.5837966572911639,-98.16061338377826,59.95223230537645,48.11783683544588,188.64051458584257
TOI-1695 b,TOI-1695,1.9,6.36,5.0,0.033548,3.1342791,0.513,3690.0,0.515,-1.3536,0.097,45.1309,125.71643,9.62112,Super-Earth,0.16982297493776904,0.44207758261066765,0.22439769674569612,0.42508123992690516,Too_hot,0.19084969674569613,-25.97567541288764,36.12711166705364,7.542826012214555,39.36105508488525
TOI-1710 b,TOI-1710,5.20315158,22.4,0.87,0.166,24.283377,1.0258,5684.0,0.9574,-0.06349,0.0,81.2271,137.91618,24.28095,Gas-giant,0.7003296067737962,1.6622742206727557,0.912059499297964,1.5984322802443804,Too_hot,0.746059499297964,-54.95120894089977,49.624047330603915,33.40150201523219,31.354062803713177
TOI-172 b,TOI-172,10.816685,1722.6386,7.53,0.0914,9.47725,1.128,5645.0,1.777,0.4609,0.3806,342.831,19.79526,-40.30421,Mega-Earth,1.2828682158552154,3.0504683595199293,1.6721254076891359,2.9333087887211295,Too_hot,1.580725407689136,246.0006521731965,88.5426959998775,-221.75879841944328,345.9454384925796
TOI-1728 b,TOI-1728,5.05,26.78,1.14,0.0391,3.49151,0.646,3980.0,0.6243,-1.05552,0.057,60.798,151.4597,31.87904,Gas-giant,0.23756657355607266,0.6108980600093256,0.3144181803106878,0.5874146811791939,Too_hot,0.2753181803106878,-45.35381876411939,24.666434865529244,32.10910958802837,57.560755457243864
TOI-1736 b,TOI-1736,3.18175535,12.3,2.09,0.073,7.073076,1.0373,5636.0,1.4286,0.27068,0.0,88.9482,133.5115,8.7807,Icy-Solid,1.0309320032371696,2.452427302657162,1.3440034258927072,2.3582363454042166,Too_hot,1.2710034258927072,-60.52309795556792,63.75240588675805,13.578204621774798,349.9727900122267
TOI-1742 b,TOI-1742,2.36507598,9.7,4.0,0.154,21.269084,1.0861,5815.0,1.131,0.12123,0.3,72.8871,103.2497,33.55103,Super-Earth,0.8617210552427034,2.0331488564233875,1.1189565456837558,1.9550675825150725,Too_hot,0.9649565456837558,-13.92216229344514,59.12669698297273,40.28320304256723,55.74277156799284
TOI-1749 c,TOI-1749,2.12,14.0,8.101906271620196,0.0443,4.4929,0.58,3985.0,0.55,-1.1652726717651039,0.019,99.5561,94.64478,24.33732,Mega-Earth,0.20933848287770718,0.5381934528603911,0.27706389562427614,0.5175049483442431,Too_hot,0.23276389562427613,-7.345432170326872,90.41115306639401,41.0278573002076,34.827305523232
TOI-1749 d,TOI-1749,2.52,15.0,5.1684033401720475,0.0707,9.0497,0.58,3985.0,0.55,-1.1652726717651039,0.062,99.5561,94.64478,24.33732,Mega-Earth,0.20933848287770718,0.5381934528603911,0.27706389562427614,0.5175049483442431,Too_hot,0.20636389562427615,-7.345432170326872,90.41115306639401,41.0278573002076,13.673777243985196
TOI-1751 b,TOI-1751,2.9507845,19.5,4.13,0.215,37.46852,0.9382,5970.0,1.3137,0.29732,0.327,113.335,95.64188,41.28461,Mega-Earth,1.0488557432532233,2.457701608123822,1.3570021581955383,2.363322085326337,Too_hot,1.1420021581955382,-8.372560788822563,84.75205573846674,74.77841599647118,42.89859614723841
TOI-1753 b,TOI-1753,2.47852533,16.6,5.95,0.059,5.3846104,0.9483,5621.0,0.9715,-0.06956,0.0,226.671,91.04324,38.06535,Mega-Earth,0.6972255551945349,1.6597499958857098,0.9092474802006563,1.5960031371196413,Too_hot,0.8502474802006563,-3.2492134693655967,178.43031788562897,139.75623961764242,244.75748204196248
TOI-1759 b,TOI-1759,3.14,10.8,1.91,0.1177,18.85019,0.606,4065.0,0.597,-1.05715,0.0,40.0654,103.55005,7.03023,Neptune-like,0.2365558835949258,0.6060475766667767,0.31317150734367066,0.5827517081068738,Too_hot,0.19547150734367066,-9.316534934040769,38.65736588743811,4.903724770777188,6.32844593663251
TOI-1775 b,TOI-1775,8.04728896,96.0,1.01,0.08,10.2405549,0.9218,5284.0,0.8288,-0.31605,0.0,149.234,182.56518,52.60053,Gas-giant,0.5321090455439118,1.2871234631968247,0.6984231733201406,1.2376801270687858,Too_hot,0.6184231733201406,-90.54920388443566,-4.056674438424013,118.55450992853683,75.46924860019213
TOI-1776 b,TOI-1776,1.21612741,1.4,4.13,0.0378,2.799868,0.9196,5785.0,0.9356,-0.05306,0.0,44.647,174.69627,63.10138,Super-Earth,0.705905520752606,1.6677794165991913,0.9172559066005591,1.6037289762554048,Too_hot,0.8794559066005592,-20.11241559623737,1.8670929933992966,39.81657081716389,619.3788912942996
TOI-178 c,TOI-178,1.754,4.64,4.796846,0.0370517572020216,3.238486,0.647,4316.0,0.662,-0.86646,0.00032,62.699,357.28914,-84.10376,Super-Earth,0.2924150025374218,0.7407672794458755,0.387220724296153,0.7122967879270863,Too_hot,0.3501689670941314,6.433688638106731,-0.3046272362987558,-62.36729474455984,99.06548749985662
TOI-178 d,TOI-178,2.695,5.2,1.461108,0.05930291474833349,6.557569,0.647,4316.0,0.662,-0.86646,0.0068,62.699,357.28914,-84.10376,Mini-Neptune,0.2924150025374218,0.7407672794458755,0.387220724296153,0.7122967879270863,Too_hot,0.3279178095478195,6.433688638106731,-0.3046272362987558,-62.36729474455984,38.67122423062392
TOI-178 e,TOI-178,2.301,3.48,1.582408,0.07837534121326328,9.96318,0.647,4316.0,0.662,-0.86646,0.00038,62.699,357.28914,-84.10376,Mini-Neptune,0.2924150025374218,0.7407672794458755,0.387220724296153,0.7122967879270863,Too_hot,0.3088453830828897,6.433688638106731,-0.3046272362987558,-62.36729474455984,22.14017813748364
TOI-178 f,TOI-178,2.417,5.63,2.216474,0.10401861667300896,15.23335,0.647,4316.0,0.662,-0.86646,0.00045,62.699,357.28914,-84.10376,Icy-Solid,0.2924150025374218,0.7407672794458755,0.387220724296153,0.7122967879270863,Too_hot,0.283202107623144,6.433688638106731,-0.3046272362987558,-62.36729474455984,12.569495657732674
TOI-178 g,TOI-178,2.939,4.4,0.959369,0.1276811738007673,20.71663,0.647,4316.0,0.662,-0.86646,0.00043,62.699,357.28914,-84.10376,Gas-giant,0.2924150025374218,0.7407672794458755,0.387220724296153,0.7122967879270863,Too_hot,0.2595395504953857,6.433688638106731,-0.3046272362987558,-62.36729474455984,8.342308898232803
TOI-1794 b,TOI-1794,3.29701268,8.7,1.31,0.082,8.765528,0.9698,5631.0,1.3162,0.19728,0.0,155.791,105.36578,66.60482,Mini-Neptune,0.9475841401323507,2.254680029736681,1.2354762491663998,2.1680837968221893,Too_hot,1.1534762491663997,-16.39168932705827,59.64877972705618,142.98311536359228,234.23527303968234
TOI-1801 b,TOI-1801,2.079,5.738,3.701,0.07787008909084346,10.64387,0.556,3863.0,0.547,-1.23003,0.0,30.6796,223.81459,73.83285,Super-Earth,0.19493734025600354,0.5037979479689043,0.25785776785568354,0.48443038833506097,Too_hot,0.17998767876484006,-6.164089586250885,-5.914163238535317,29.466328731632498,9.71021077099298
TOI-1803 b,TOI-1803,2.99,10.32,2.15031,0.06,6.293287,0.756,4687.0,0.715,-0.65365,0.0,119.24,176.84739,75.01257,Icy-Solid,0.3689764917980397,0.9186176072200934,0.4878697308937275,0.8833188278486971,Too_hot,0.4278697308937275,-30.78964587289218,1.6958635542061233,115.18376341232913,61.66624431769481
TOI-1803 c,TOI-1803,4.29,8.0,0.419035,0.097,12.885779,0.756,4687.0,0.715,-0.65365,0.0,119.24,176.84739,75.01257,Gas-giant,0.3689764917980397,0.9186176072200934,0.4878697308937275,0.8833188278486971,Too_hot,0.39086973089372745,-30.78964587289218,1.6958635542061233,115.18376341232913,23.59426926811577
TOI-1807 b,TOI-1807,1.49681583,2.44,3.98,0.0122,0.54937097,0.8048,4914.0,0.746,-0.53313,0.0,42.5775,94.23935,76.26869,Super-Earth,0.42040271678252733,1.0352857444971661,0.5547031290005847,0.9955087682448038,Too_hot,0.5425031290005847,-0.7471099291093505,10.078927522912599,41.36061596484875,1968.5676259754403
TOI-181 b,TOI-181,6.9559,46.1687,0.7562,0.0539,4.532,0.822,4994.0,0.745,-0.52578,0.1543,96.2338,5.3051,-70.81433,Gas-giant,0.42269879252496523,1.0369167593569113,0.5572042157512941,0.9970788181570646,Too_hot,0.5033042157512941,31.48988818934321,2.924055721035696,-90.888839262051,102.57522295846364
TOI-1811 b,TOI-1811,11.14172682,308.9292116,1.23,0.04389,3.7130765,0.817,4766.0,0.769,-0.56019,0.052,128.23,210.62473,86.49645,Gas-giant,0.409732373129092,1.016233390549104,0.5414179625889071,0.9771853094972985,Too_hot,0.4975279625889071,-6.743210923978956,-3.9918532857320255,127.990339923683,142.91533719164698
TOI-1820 b,TOI-1820,12.778238,731.0053361,2.0,0.061,4.860674,1.04,5734.0,1.51,0.34407329534608544,0.043,248.504,207.71971,85.39194,Neptune-like,1.117395444504848,2.646114415519346,1.4536136148121819,2.544489053971018,Too_hot,1.392613614812182,-17.673334826197383,-9.28646512214038,247.700732372063,593.4903001106243
TOI-1823 b,TOI-1823,7.5406241,67.4,0.86,0.212,38.8,0.8414,4927.0,0.8049,-0.46092,0.0,71.6456,120.44543,53.31005,Gas-giant,0.4566244139570219,1.1237786446305351,0.6024076715831659,1.0806019608969726,Too_hot,0.3904076715831659,-21.691124520654444,36.90455226022717,57.45120659186911,7.698538360717167
TOI-1824 b,TOI-1824,2.7438269,16.0,4.24,0.151,22.808533,0.8801,5165.0,0.8123,-0.37263,0.0,59.4314,118.88933,55.23018,Mega-Earth,0.5008919932696422,1.2185944406164253,0.6587120748203963,1.1717807129732156,Too_hot,0.5077120748203963,-16.374168426162537,29.674815008782936,48.81990647785155,18.595853042040584
TOI-1836 b,TOI-1836,8.00321222,38.45723725,0.41,0.1597,20.380799,1.307,6380.0,1.577,0.5682,0.0,191.649,83.80503,42.94793,Gas-giant,1.4102199352171547,3.2490683286126414,1.80612444396274,3.124319124819003,Too_hot,1.64642444396274,15.138114760318,139.46274625927092,130.57687041863753,145.07419444209125
TOI-1836 c,TOI-1836,2.59987579,8.0,3.0,0.03089,1.7727471,1.2518,6237.0,1.6454,0.56984,0.0,191.649,83.80503,42.94793,Icy-Solid,1.4205066360301184,3.291324174557219,1.825825143451845,3.1649458260086956,Too_hot,1.794935143451845,15.138114760318,139.46274625927092,130.57687041863753,3892.2809743577477
TOI-1842 b,TOI-1842,12.3485023,89.4,0.26,0.1,9.5739181,1.4643,6039.0,2.032,0.69504,0.276,223.465,330.0607,69.96078,Gas-giant,1.653438062994,3.8628198492183405,2.1356413645426935,3.7144858855580978,Too_hot,2.0356413645426934,66.35490766204131,-38.21635122758289,209.93604491133007,495.49582555526246
TOI-1853 b,TOI-1853,3.46,73.2,9.74,0.0213,1.2436258,0.837,4985.0,0.808,-0.43227,0.03,165.105,6.26325,70.04109,Mega-Earth,0.4709061226968756,1.1556772541667153,0.6208209327453642,1.1112763683277365,Too_hot,0.5995209327453642,56.021562998901736,6.148470036813615,155.18840749349317,814.6494959240758
TOI-1855 b,TOI-1855,18.49481816,360.09958513,0.31,0.02398,1.36414864,0.987,5359.0,1.041,-0.09474,0.033,176.833,356.21167,75.09922,Gas-giant,0.6844792537267522,1.6497377793968846,0.897237857268233,1.5863674295922134,Too_hot,0.873257857268233,45.37253106948252,-3.004358070535993,170.8865622157952,1398.1753541142136
TOI-1898 b,TOI-1898,9.39553231,129.0,0.85,0.269,45.52234,1.2484,6241.0,1.6131,0.55121,0.485,79.6682,206.47299,46.45801,Gas-giant,1.3901507370230335,3.2204678189792713,1.786629195386767,3.0968103604540835,Too_hot,1.517629195386767,-49.12760100928247,-24.465208642592035,57.74906472305147,49.170592327317316
