pl_name,hostname,pl_rade,pl_masse,pl_dens,pl_orbsmax,pl_orbper,st_mass,st_teff,st_rad,st_lum,pl_orbeccen,sy_dist,glon,glat,planet_type,hz_start_con,hz_end_con,hz_start_opt,hz_end_opt,in_hz,hz_dist,X_gal,Y_gal,Z_gal,pl_seff
K2-115 b,K2-115,11.80305668,321.00669107,1.07,0.1415,20.2729914,0.918,5870.0,0.855,-0.10791,0.063,413.591,212.27401,26.5165,Gas-giant,0.660444898627088,1.5544155318058048,0.856505216118461,1.4947210271998304,Too_hot,0.715005216118461,-312.9072455930648,-197.61314332278045,184.64998381384092,38.95624785108287
K2-12 b,K2-12,2.44,5.2,1.6,0.0792,8.28246,0.965,5672.0,1.117,0.06333988124914247,0.5,326.381,262.46302,58.79109,Mini-Neptune,0.8108267152119782,1.9256132140394955,1.0562386986510268,1.8516569661942384,Too_hot,0.9770386986510268,-22.182488382700964,-167.65647887659384,279.14834669195795,184.4546117940696
K2-131 b,K2-131,1.69,7.9,8.8,0.00936,0.3693038,0.803,5120.0,0.7595,-0.4495759533811829,0.0,152.509,286.68054,51.82615,Super-Earth,0.45923161098626286,1.1196778571643788,0.6043302728220193,1.0766631197481453,Too_hot,0.5949702728220193,27.055401750512303,-90.29175737533538,119.89328115950427,4053.893630716065
K2-136 b,K2-136,1.014,4.3,24.0,0.0707,7.9752,0.742,4500.0,0.677,-0.7765,0.14,59.2474,174.77536,-17.35063,Super-Earth,0.32238675154084845,0.8097616500922477,0.4267169032120252,0.7786425804680966,Too_hot,0.3560169032120252,-56.316551142291125,5.1496280785180035,-17.668667319598477,33.47042079505301
K2-136 c,K2-136,3.0,18.1,3.69,0.1185,17.30713,0.742,4500.0,0.677,-0.7765,0.047,59.2474,174.77536,-17.35063,Mega-Earth,0.32238675154084845,0.8097616500922477,0.4267169032120252,0.7786425804680966,Too_hot,0.3082169032120252,-56.316551142291125,5.1496280785180035,-17.668667319598477,11.914156466368603
K2-136 d,K2-136,1.565,3.0,4.3,0.1538,25.575,0.742,4500.0,0.677,-0.7765,0.071,59.2474,174.77536,-17.35063,Super-Earth,0.32238675154084845,0.8097616500922477,0.4267169032120252,0.7786425804680966,Too_hot,0.2729169032120252,-56.316551142291125,5.1496280785180035,-17.668667319598477,7.072734067678817
K2-138 b,K2-138,1.51,3.1,4.9,0.03385,2.35309,0.935,5356.3,0.863,-0.26023018889490696,0.048,202.585,64.21591,-62.23886,Super-Earth,0.5657987502712887,1.3638694922816452,0.7417036417585889,1.311479952360588,Too_hot,0.7078536417585889,41.045412489325265,84.96671731693766,-179.26687727230802,479.3497056927383
K2-138 c,K2-138,2.299,6.31,2.8,0.04461,3.56004,0.935,5356.3,0.863,-0.26023018889490696,0.045,202.585,64.21591,-62.23886,Icy-Solid,0.5657987502712887,1.3638694922816452,0.7417036417585889,1.311479952360588,Too_hot,0.6970936417585889,41.045412489325265,84.96671731693766,-179.26687727230802,275.99763752472495
K2-138 d,K2-138,2.39,7.92,3.1,0.05893,5.40479,0.935,5356.3,0.863,-0.26023018889490696,0.043,202.585,64.21591,-62.23886,Super-Earth,0.5657987502712887,1.3638694922816452,0.7417036417585889,1.311479952360588,Too_hot,0.6827736417585889,41.045412489325265,84.96671731693766,-179.26687727230802,158.1600992779854
K2-138 e,K2-138,3.39,12.97,1.8,0.0782,8.26146,0.935,5356.3,0.863,-0.26023018889490696,0.077,202.585,64.21591,-62.23886,Neptune-like,0.5657987502712887,1.3638694922816452,0.7417036417585889,1.311479952360588,Too_hot,0.6635036417585889,41.045412489325265,84.96671731693766,-179.26687727230802,89.81653674281263
K2-138 f,K2-138,2.904,1.63,0.4,0.10447,12.75758,0.935,5356.3,0.863,-0.26023018889490696,0.062,202.585,64.21591,-62.23886,Gas-giant,0.5657987502712887,1.3638694922816452,0.7417036417585889,1.311479952360588,Too_hot,0.637233641758589,41.045412489325265,84.96671731693766,-179.26687727230802,50.32532887712106
K2-138 g,K2-138,3.013,4.32,0.9,0.23109,41.96797,0.935,5356.3,0.863,-0.26023018889490696,0.059,202.585,64.21591,-62.23886,Gas-giant,0.5657987502712887,1.3638694922816452,0.7417036417585889,1.311479952360588,Too_hot,0.5106136417585889,41.045412489325265,84.96671731693766,-179.26687727230802,10.285076017713036
K2-140 b,K2-140,13.56286665,295.58041851,0.66,0.068,6.569188,0.96,5585.0,1.06,-0.009006913346064231,0.0,347.917,295.18424,52.97976,Gas-giant,0.7486546188299089,1.785177013199911,0.9770536844745868,1.7166116539466245,Too_hot,0.9090536844745869,89.14002923943217,-189.56753380378865,277.7848883646168,211.8240470275223
K2-141 b,K2-141,1.51,4.97,7.93,0.00747,0.2803244,0.708,4570.0,0.681,-0.7417523295771449,0.0,61.8736,80.19878,-56.5953,Super-Earth,0.33474915705773206,0.8380482678148353,0.44293684874479267,0.8058433823031631,Too_hot,0.4354668487447927,5.7988098159105155,33.56726673438003,-51.65224860218463,3247.9285500324327
K2-141 c,K2-141,7.0,8.0,0.081,0.0683,7.7485,0.708,4570.0,0.681,-0.7417523295771449,0.092,61.8736,80.19878,-56.5953,Gas-giant,0.33474915705773206,0.8380482678148353,0.44293684874479267,0.8058433823031631,Too_hot,0.37463684874479264,5.7988098159105155,33.56726673438003,-51.65224860218463,38.851363317785584
K2-146 b,K2-146,2.05,5.77,3.69,0.025889799888323732,2.6446,0.331,3385.0,0.33,-1.8924487818416886,0.129,79.3002,206.52797,32.21884,Super-Earth,0.09194508625654137,0.24231057577527493,0.1212077732196393,0.2329931942013916,Too_hot,0.09531797333131556,-60.02597867427963,-29.96444487540628,42.27925788780672,19.111458464524734
K2-146 c,K2-146,2.19,7.49,3.92,0.034141997981439326,4.00498,0.331,3385.0,0.33,-1.8924487818416886,0.075,79.3002,206.52797,32.21884,Super-Earth,0.09194508625654137,0.24231057577527493,0.1212077732196393,0.2329931942013916,Too_hot,0.08706577523819997,-60.02597867427963,-29.96444487540628,42.27925788780672,10.989384110768114
K2-18 b,K2-18,2.37,8.92,4.11,0.1429,32.939623,0.359,3457.0,0.411,-1.6652301917603507,0.2,38.0266,254.63265,62.57509,Super-Earth,0.11925612776036079,0.31338743469156466,0.15730257367194125,0.3013374007690599,Too_hot,0.014402573671941254,-4.641462040337066,-16.888305594511753,33.752989079998436,1.0585353127299786
K2-180 b,K2-180,2.46597575,11.41003981,4.16,0.0756,8.865663,0.735,5365.0,0.719,-0.41341,0.075,203.896,214.28896,25.58211,Mega-Earth,0.47415602732311163,1.1424864454021215,0.6214718666603917,1.0986009564202939,Too_hot,0.5458718666603917,-151.94567504328347,-103.60741618190572,88.04313694860198,67.5377221398778
K2-182 b,K2-182,2.71257333,20.97667486,5.7,0.05174,4.7369696,0.823,5128.0,0.789,-0.41117,0.071,154.83,215.28839,29.20051,Mega-Earth,0.4798438007109306,1.1694803392633633,0.6313813072004123,1.1245525239584009,Too_hot,0.5796413072004123,-110.31996305458019,-78.07733151106036,75.53651405610431,144.93629365345112
K2-19 b,K2-19,7.0,32.4,0.5208559766763848,0.07453108761141766,7.9222,0.88,5322.0,0.82,-0.31578416805320275,0.2,289.827,267.02928,58.39355,Gas-giant,0.5314695762792818,1.2832288843971835,0.697126324410753,1.2339360991836332,Too_hot,0.6225952367993353,-7.87195116554051,-151.6889299049695,246.8363645375871,87.00433948581315
K2-19 c,K2-19,4.1,10.8,0.8640501443681899,0.09775099797468126,11.8993,0.88,5322.0,0.82,-0.31578416805320275,0.21,289.827,267.02928,58.39355,Gas-giant,0.5314695762792818,1.2832288843971835,0.697126324410753,1.2339360991836332,Too_hot,0.5993753264360717,-7.87195116554051,-151.6889299049695,246.8363645375871,50.57937191226343
K2-199 b,K2-199,1.73,6.9,7.2,0.0382,3.2253993,0.711,4491.0,0.682,-0.73283,0.02,107.518,330.29727,53.29188,Super-Earth,0.3391120315823451,0.8521309115647556,0.44887068236306465,0.8193834332371321,Too_hot,0.41067068236306464,55.823412337561464,-31.844637545088577,86.19620652100953,126.77781841190448
K2-199 c,K2-199,2.85,12.4,2.9,0.0662,7.3744897,0.711,4491.0,0.682,-0.73283,0.03,107.518,330.29727,53.29188,Icy-Solid,0.3391120315823451,0.8521309115647556,0.44887068236306465,0.8193834332371321,Too_hot,0.3826706823630647,55.823412337561464,-31.844637545088577,86.19620652100953,42.21375848600037
K2-216 b,K2-216,1.75,8.0,8.2,0.028,2.1748,0.7,4503.0,0.72,-0.72125,0.0,115.461,120.44792,-56.49811,Super-Earth,0.3435250668292236,0.8627349156364861,0.45469044893223287,0.829580142598363,Too_hot,0.42669044893223285,-32.29568226350696,54.941325537327515,-96.2791886979528,242.34492936412406
K2-222 b,K2-222,2.35,8.7,3.68,0.1206,15.38857,0.989,5942.0,1.115,0.14256897095682386,0.16,101.321,128.53772,-50.96109,Super-Earth,0.8786678910513825,2.0614395856828667,1.1375756455175485,1.9822761959997108,Too_hot,1.0169756455175485,-39.75978212894488,49.91740744090656,-78.697885616053,95.47163394645243
K2-232 b,K2-232,11.209,126.49634,0.495272385722163,0.10356,11.168454,1.188,6154.0,1.161,0.23805,0.258,130.72,182.07129,-15.31645,Gas-giant,0.9726061995703436,2.2612249301766902,1.2527081652620438,2.1743969328893593,Too_hot,1.1491481652620437,-125.99466226805464,-4.556796888828024,-34.52968407143067,161.31171797599478
K2-233 b,K2-233,1.315,2.4,5.7,0.03293,2.467583,0.79,4796.0,0.71,-0.6216779585367215,0.0,67.5062,344.46401,30.24863,Super-Earth,0.38131459553001396,0.9443879488161243,0.50373237888261,0.9081010710566368,Too_hot,0.47080237888261,56.18437292664636,-15.619318368113703,34.00647248679336,220.36295121609228
K2-233 c,K2-233,1.272,4.6,12.4,0.0664,7.06024,0.79,4796.0,0.71,-0.6216779585367215,0.0,67.5062,344.46401,30.24863,Super-Earth,0.38131459553001396,0.9443879488161243,0.50373237888261,0.9081010710566368,Too_hot,0.43733237888261,56.18437292664636,-15.619318368113703,34.00647248679336,54.19832722868139
K2-233 d,K2-233,2.363,10.3,4.3,0.1516,24.3681,0.79,4796.0,0.71,-0.6216779585367215,0.18,67.5062,344.46401,30.24863,Mega-Earth,0.38131459553001396,0.9443879488161243,0.50373237888261,0.9081010710566368,Too_hot,0.35213237888261,56.18437292664636,-15.619318368113703,34.00647248679336,10.397373348233055
K2-237 b,K2-237,16.06246934,434.15360396,0.577,0.03552,2.18053332,1.256,6180.0,1.236,0.3032,0.03,314.995,353.87129,9.23357,Gas-giant,1.0473087293806644,2.4322823137787393,1.348054316532635,2.3388868964863962,Too_hot,1.312534316532635,309.1364238454085,-33.193834085142434,50.54394974475192,1593.1405279173493
K2-238 b,K2-238,14.5717,273.3338,0.56,0.046,3.20466,1.19,5630.0,1.59,0.3571164743641718,0.0,537.963,67.22735,-59.35657,Gas-giant,1.1390782842732874,2.710446996029025,1.4851811532103973,2.606345923631192,Too_hot,1.4391811532103973,106.13469000975009,252.82220949223125,-462.8396561801944,1075.4762173139839
K2-24 b,K2-24,5.4,19.0,0.64,0.15183191328844048,20.88977,1.07,5625.0,1.16,0.08169473190532107,0.06,170.562,349.99931,19.20525,Gas-giant,0.8297178992815761,1.9747808467410237,1.0819381776209624,1.898934580524101,Too_hot,0.930106264332522,158.62223635815636,-27.97134965785813,56.10691200783575,52.356258389604214
K2-24 c,K2-24,7.5,15.4,0.2,0.24316535966347072,42.3391,1.07,5625.0,1.16,0.08169473190532107,0.07,170.562,349.99931,19.20525,Gas-giant,0.8297178992815761,1.9747808467410237,1.0819381776209624,1.898934580524101,Too_hot,0.8387728179574917,158.62223635815636,-27.97134965785813,56.10691200783575,20.41227062242128
K2-25 b,K2-25,3.44,24.5,3.3186199406970456,0.0287,3.48456408,0.2634,3207.0,0.2932,-2.08831,0.428,44.9565,178.25572,-25.29268,Mega-Earth,0.07364144343944737,0.19543929801048246,0.09694045242485062,0.18792360683626486,Too_hot,0.06824045242485062,-40.628007026572014,1.2372380991282708,-19.207320978858043,9.9066360125281
K2-260 b,K2-260,18.41635529,546.66486004,0.48,0.04392,2.62669762,1.637,6860.0,1.755,0.78817,0.053,663.834,185.34317,-13.94236,Gas-giant,1.7872153153884451,4.049682337621271,2.2623494012918375,3.8942174695292247,Too_hot,2.2184294012918375,-641.4770293118754,-59.99554476185427,-159.9479134904224,3183.063753024226
K2-261 b,K2-261,9.26982704,68.96876432,0.473,0.1086,11.6334681,1.107,5490.0,1.663,0.35392,0.274,213.283,250.88317,50.89463,Gas-giant,1.1413241332551638,2.7337084432487253,1.492388059162683,2.628706966217559,Too_hot,1.383788059162683,-44.05728887726888,-127.10909530454394,165.50489804427312,191.54038211953673
K2-263 b,K2-263,2.41,14.9,5.8,0.2573,50.818947,0.88,5368.0,0.85,-0.2696234736097881,0.15,162.481,210.10377,30.65614,Mega-Earth,0.5594515895962687,1.3478137698633734,0.733228065955212,1.2960412711957716,Too_hot,0.475928065955212,-120.92029814931347,-70.10567553781205,82.8465516112056,8.118895545299061
K2-265 b,K2-265,1.70824866,7.3418362,7.9,0.03359,2.36902,0.901,5420.0,0.92,-0.18243,0.16,138.671,50.42179,-58.65451,Super-Earth,0.6172420599064612,1.4833498762729458,0.8081915391724201,1.4263726036815123,Too_hot,0.7746015391724201,45.96025777657416,55.599446804206956,-118.43142514205009,582.30429352213
K2-266 d,K2-266,2.93,8.9,2.03,0.1035,14.697,0.686,4285.0,0.703,-0.82333,0.047,77.5586,245.04538,47.48286,Icy-Solid,0.30760042850688424,0.7803395320629873,0.4073380993165012,0.7503476216119259,Too_hot,0.30383809931650124,-22.113876838972057,-47.52159292845896,57.16652071494831,14.02133289333301
K2-266 e,K2-266,2.73,14.3,2.21,0.1249,19.482,0.686,4285.0,0.703,-0.82333,0.043,77.5586,245.04538,47.48286,Icy-Solid,0.30760042850688424,0.7803395320629873,0.4073380993165012,0.7503476216119259,Too_hot,0.2824380993165012,-22.113876838972057,-47.52159292845896,57.16652071494831,9.628200449012953
K2-280 b,K2-280,7.5,37.1,0.48,0.1461,19.89526,1.03,5500.0,1.28,0.12815934359059597,0.35,391.537,16.32379,-17.32247,Gas-giant,0.8797388960241631,2.1061602466668465,1.1501135359857453,2.0252632264390016,Too_hot,1.0040135359857452,358.710981104799,105.05612894229967,-116.57986179221275,62.93017098052199
K2-285 b,K2-285,2.59,9.68,3.07,0.03817,3.471745,0.83,4975.0,0.787,-0.4685895486370099,0.0,154.961,80.67491,-53.68469,Super-Earth,0.45179256615012353,1.1093067559313075,0.5956956717907215,1.0666871885157754,Too_hot,0.5575256717907214,14.870415648704483,90.55953754336322,-124.86293452969524,233.3276094219481
K2-285 c,K2-285,3.53,15.68,1.95,0.0824,7.138048,0.83,4975.0,0.787,-0.4685895486370099,0.0,154.961,80.67491,-53.68469,Neptune-like,0.45179256615012353,1.1093067559313075,0.5956956717907215,1.0666871885157754,Too_hot,0.5132956717907214,14.870415648704483,90.55953754336322,-124.86293452969524,50.06751400446215
K2-285 d,K2-285,2.48,6.5,2.349768491322883,0.1178,10.45582,0.83,4975.0,0.787,-0.4685895486370099,0.0,154.961,80.67491,-53.68469,Icy-Solid,0.45179256615012353,1.1093067559313075,0.5956956717907215,1.0666871885157754,Too_hot,0.47789567179072145,14.870415648704483,90.55953754336322,-124.86293452969524,24.497393058285382
K2-285 e,K2-285,1.95,10.7,7.956951398371517,0.18041,14.76289,0.83,4975.0,0.787,-0.4685895486370099,0.0,154.961,80.67491,-53.68469,Mega-Earth,0.45179256615012353,1.1093067559313075,0.5956956717907215,1.0666871885157754,Too_hot,0.4152856717907215,14.870415648704483,90.55953754336322,-124.86293452969524,10.444538096820747
K2-287 b,K2-287,9.494023,100.11645,0.6450915675677613,0.1206,14.893291,1.056,5695.0,1.07,0.033031115348779824,0.478,158.335,345.04347,27.06963,Gas-giant,0.782293990864512,1.8558796901394028,1.0185591512066179,1.7846024242136231,Too_hot,0.8979591512066178,136.2135834729307,-36.38757786535332,72.05398031723014,74.1884845351417
K2-29 b,K2-29,13.33871,232.0159,0.53,0.04217,3.2588321,0.94,5358.0,0.86,-0.2627036141062206,0.066,178.475,170.51373,-19.5504,Gas-giant,0.5641515852396479,1.359788165536804,0.7395217353568401,1.3075554436004695,Too_hot,0.69735173535684,-165.8855536925095,27.718858041009565,-59.72414595481385,307.106623998528
K2-290 b,K2-290,3.06,10.9,4.1,0.0923,9.21165,1.194,6302.0,1.511,0.5087311703478578,0.0,272.909,348.05236,27.59946,Mega-Earth,1.3207397096393065,3.05220257340054,1.6948333483688822,2.935008752169008,Too_hot,1.6025333483688822,236.61488509265246,-50.06808928588584,126.43537823272192,378.72830858887454
K2-290 c,K2-290,11.276254,246.00042,1.01,0.305,48.36685,1.194,6302.0,1.511,0.5087311703478578,0.0,272.909,348.05236,27.59946,Gas-giant,1.3207397096393065,3.05220257340054,1.6948333483688822,2.935008752169008,Too_hot,1.3898333483688823,236.61488509265246,-50.06808928588584,126.43537823272192,34.68418481137449
K2-291 b,K2-291,1.589,6.49,8.84,0.03261,2.225177,0.934,5520.0,0.899,-0.16622,0.0,90.0562,181.1789,-11.58155,Super-Earth,0.6263457466183002,1.4981016257739599,0.8185172206321537,1.4405605199763707,Too_hot,0.7859072206321537,-88.20397687355816,-1.8151135361417252,-18.079905557821146,641.3253434259224
K2-292 b,K2-292,2.63,24.5,7.4,0.13,16.9841,1.0,5725.0,1.09,0.05824360624683354,0.04,114.293,322.75465,50.98859,Mega-Earth,0.8043589436201533,1.905595559090617,1.046595503519096,1.8324098992499727,Too_hot,0.9165955035190959,57.27158153892231,-43.54298734736892,88.80801793699398,67.66388062924891
K2-295 b,K2-295,10.054473,106.47305,0.612,0.0451,4.024867,0.74,4444.0,0.7,-0.7664190725782826,0.0,232.801,134.80295,-55.43141,Gas-giant,0.3267583854937024,0.8228920343114645,0.43258886423416537,0.7912673937777411,Too_hot,0.3874888642341654,-93.07962047054752,93.722066000709,-191.69941105443587,84.18366781087954
K2-3 b,K2-3,2.078,5.11,3.11,0.0747,10.0546535,0.549,3844.0,0.546,-1.23136,0.107,44.0727,264.98752,55.25008,Super-Earth,0.19473537813019953,0.5036811588262282,0.25756404169771696,0.4843178978939433,Too_hot,0.18286404169771697,-2.1949117953972124,-25.0251743370213,36.21223407775494,10.51958958354555
K2-3 c,K2-3,1.582,2.68,3.7,0.1357,24.646729,0.549,3844.0,0.546,-1.23136,0.048,44.0727,264.98752,55.25008,Super-Earth,0.19473537813019953,0.5036811588262282,0.25756404169771696,0.4843178978939433,Too_hot,0.12186404169771697,-2.1949117953972124,-25.0251743370213,36.21223407775494,3.187721008795069
K2-3 d,K2-3,1.458,2.2,3.9139643954143075,0.2014,44.55603,0.549,3844.0,0.546,-1.23136,0.091,44.0727,264.98752,55.25008,Super-Earth,0.19473537813019953,0.5036811588262282,0.25756404169771696,0.4843178978939433,Too_hot,0.056164041697716965,-2.1949117953972124,-25.0251743370213,36.21223407775494,1.4471750536524046
K2-30 b,K2-30,11.646151,184.02357,0.64,0.04839,4.098503,0.9,5425.0,0.844,-0.25649,0.0,333.042,164.50146,-27.54962,Gas-giant,0.5666807163216301,1.361516771611894,0.7419185798213072,1.3092193853565972,Too_hot,0.6935285798213071,-284.54143408223536,78.90251526024394,-154.03746018430664,236.5912919334064
K2-31 b,K2-31,11.88154,563.83042,1.8535190837934243,0.022,1.25785,0.91,5280.0,0.78,-0.37298645816590625,0.0,110.527,352.99471,18.27513,Neptune-like,0.4984266170971665,1.2058810125338504,0.6542574891262862,1.159558415836018,Too_hot,0.6322574891262862,104.16872472359407,-12.800073913750644,34.6590915383338,875.3226776079931
K2-32 b,K2-32,5.299,15.0,0.55,0.0795,8.992,0.83,5271.0,0.86,-0.29114238633515116,0.03,157.682,0.54581,15.80164,Gas-giant,0.5478705868057129,1.326079397609335,0.719269131358697,1.275139279147235,Too_hot,0.639769131358697,151.71634443723732,1.4453211676588293,42.93803676606419,80.93257462026945
K2-32 c,K2-32,3.134,8.1,1.43,0.13843,20.66093,0.83,5271.0,0.86,-0.29114238633515116,0.049,157.682,0.54581,15.80164,Mini-Neptune,0.5478705868057129,1.326079397609335,0.719269131358697,1.275139279147235,Too_hot,0.5808391313586969,151.71634443723732,1.4453211676588293,42.93803676606419,26.692987056635673
K2-32 d,K2-32,3.484,6.7,0.87,0.18422,31.71701,0.83,5271.0,0.86,-0.29114238633515116,0.05,157.682,0.54581,15.80164,Gas-giant,0.5478705868057129,1.326079397609335,0.719269131358697,1.275139279147235,Too_hot,0.5350491313586969,151.71634443723732,1.4453211676588293,42.93803676606419,15.07245714515479
K2-32 e,K2-32,1.212,2.1,6.3,0.04899,4.34934,0.83,5271.0,0.86,-0.29114238633515116,0.043,157.682,0.54581,15.80164,Super-Earth,0.5478705868057129,1.326079397609335,0.719269131358697,1.275139279147235,Too_hot,0.670279131358697,151.71634443723732,1.4453211676588293,42.93803676606419,213.1290920204202
K2-329 b,K2-329,8.675766,82.6358,0.694,0.1016,12.4551225,0.901,5282.0,0.822,-0.32514,0.0697,233.237,75.76637,-59.8217,Gas-giant,0.526611152587104,1.2739472568602586,0.6912303557941927,1.2250100196362756,Too_hot,0.5896303557941927,28.828145247557288,113.64718158157162,-201.6252819691792,45.821846286011464
K2-36 b,K2-36,1.43,4.3,8.0,0.02288,1.422614,0.79,4916.0,0.718,-0.5690149683398495,0.093,109.749,254.97594,57.73789,Super-Earth,0.4033578797343387,0.9932149804609349,0.5322012893164869,0.9550544566171524,Too_hot,0.5093212893164869,-15.186228650136783,-56.58072727393325,92.80540265274726,515.3152457970724
K2-36 c,K2-36,3.2,7.9,1.3,0.05528,5.340888,0.79,4916.0,0.718,-0.5690149683398495,0.089,109.749,254.97594,57.73789,Gas-giant,0.4033578797343387,0.9932149804609349,0.5322012893164869,0.9550544566171524,Too_hot,0.4769212893164869,-15.186228650136783,-56.58072727393325,92.80540265274726,88.27728400756749
K2-38 b,K2-38,1.54,7.3,11.0,0.04994,4.01593,1.03,5731.0,1.06,0.03743,0.197,192.69,349.62852,22.1208,Super-Earth,0.7851232881604221,1.8595131602927866,1.0214307814472865,1.7880975202681038,Too_hot,0.9714907814472865,175.58989194069503,-32.136436809087186,72.55946097836302,437.0518108178464
K2-38 c,K2-38,2.29,8.3,3.8,0.09514,10.56103,1.03,5731.0,1.06,0.03743,0.161,192.69,349.62852,22.1208,Super-Earth,0.7851232881604221,1.8595131602927866,1.0214307814472865,1.7880975202681038,Too_hot,0.9262907814472865,175.58989194069503,-32.136436809087186,72.55946097836302,120.42140939796317
K2-39 b,K2-39,6.27704,28.6047,0.6377338518593252,0.04716727671846989,4.60543,0.66,4881.0,2.97,0.6518367755783935,0.0,307.47,55.42682,-52.74736,Gas-giant,1.6469595662388716,4.062284313669285,2.1738734063448986,3.9062034914325556,Too_hot,2.1267061296264287,105.61593122557,153.2524353592172,-244.73816013818652,2016.3000972830378
K2-419 A b,K2-419 A,10.55,196.0,0.916,0.1208,20.35847252,0.562,3711.0,0.541,-1.27654,0.042,268.685,215.14807,34.45558,Gas-giant,0.18548369997612096,0.4824267594635082,0.24512633459650676,0.46387932813638294,Too_hot,0.12432633459650676,-181.15270664980756,-127.5434434710277,152.01314458296537,3.6251512528206735
K2-60 b,K2-60,7.655747,135.39558,1.7,0.045,3.00265,0.97,5500.0,1.12,0.012175449635222513,0.0,491.87,48.74576,-55.37019,Neptune-like,0.7697715340211428,1.842890215833491,1.006349343987527,1.7721053231341266,Too_hot,0.961349343987527,184.31319995035292,210.13755281036003,-404.730713095676,507.8675002379805
K2-66 b,K2-66,2.49,21.3,7.8,0.05983,5.06963,1.11,5887.0,1.67,0.47729773186172614,0.0,513.877,47.69523,-47.84963,Mega-Earth,1.294626146025352,3.0447106051550374,1.6782819272115703,2.927784888610336,Too_hot,1.6184519272115703,232.11086570202173,255.04385227670736,-380.98129949895844,838.4163253984735
K2-79 b,K2-79,4.09,9.2,0.73,0.0988,10.9947,1.066,5897.0,1.265,0.2389942084527836,0.23,256.011,173.69037,-32.1709,Gas-giant,0.9836002193738345,2.3122104104833894,1.2747853584849769,2.2234152094030564,Too_hot,1.1759853584849769,-215.3913332179891,23.816068436380114,-136.3121439190612,177.61527773695093
K2-97 b,K2-97,13.45077684,174.48779544,0.392,0.0854,8.407115,1.17,4673.0,4.14,0.86688,0.207,878.43,214.2879,26.99304,Gas-giant,2.1255864271939946,5.295475398846253,2.810783252408231,5.09199002540598,Too_hot,2.725383252408231,-646.7094332826657,-440.95516520035704,398.7037949234233,1009.1698304401743
K2-98 b,K2-98,5.06645928,34.00763955,1.4,0.0986,10.1367349,1.246,6260.0,1.518,0.50379,0.119,518.625,213.02652,26.13802,Neptune-like,1.3153380090994846,3.0448202259975377,1.6896769492839505,2.9279080158992525,Too_hot,1.5910769492839505,-390.35757760630054,-253.7581324550549,228.47245445187446,328.12261959323155
K2-99 b,K2-99,11.88151954,276.51071409,0.9089976612367594,0.153,18.24783,1.44,6069.0,2.55,0.89927,0.22,519.229,330.5855,53.97598,Gas-giant,2.0892459887416184,4.874715848261925,2.696571345991872,4.6875269357718725,Too_hot,2.543571345991872,266.0056826384966,-149.97520419754736,419.93710168420637,338.7561109568308
KELT-11 b,KELT-11,15.13212395,65.15482343,0.10368445850289403,0.0623,4.73620865,1.44,5375.0,2.69,0.7333070806732714,0.0,99.1596,259.03088,42.6058,Gas-giant,1.7746239725813027,4.2739375031024,2.3255601272292106,4.109766711810071,Too_hot,2.2632601272292105,-13.88744580980716,-71.65086600913438,67.12613888181518,1394.2189694335839
KELT-12 b,KELT-12,19.95202,301.9385,0.209,0.06708,5.031623,1.591,6279.0,2.37,0.89209,0.0,368.03,62.18909,27.34278,Gas-giant,2.055294732606252,4.754093311895348,2.6389671562204016,4.571551313114439,Too_hot,2.5718871562204018,152.52230005040136,289.15081229187973,169.0409318427979,1733.4203553717043
KELT-14 b,KELT-14,19.537287,408.09372,0.322,0.03005,1.7100566,1.239,5720.0,1.52,0.34555993737952556,0.0,250.121,253.62974,-14.19423,Gas-giant,1.1199426009471396,2.6538491153047445,1.4573802036507915,2.551926049942023,Too_hot,1.4273302036507916,-68.34276410833219,-232.65457998739697,-61.3321094201135,2453.9798067969277
KELT-15 b,KELT-15,19.50366,416.3573,0.30944580031409363,0.05552423308359115,3.32944,2.06,6003.0,1.78,0.5666020243591671,0.0,324.683,265.3722,-12.86035,Gas-giant,1.4281950377401653,3.341780383912517,1.8463208629035057,3.2134526500668534,Too_hot,1.7907966298199145,-25.539132420560097,-315.506511288278,-72.26648281814198,1195.7403565152435
KELT-16 b,KELT-16,15.860735,874.0325,1.2,0.02044,0.9689951,1.211,6236.0,1.36,0.4014,0.0,444.586,75.59227,-8.9423,Gas-giant,1.1701455045001559,2.7113454631747307,1.5040650832918656,2.607236759554845,Too_hot,1.4836250832918656,109.27756732835051,425.3697687518478,-69.10632754529341,6031.678948909792
KELT-18 b,KELT-18,17.59813,375.0394,0.377,0.0455,2.8717518,1.524,6670.0,1.908,0.81291,0.0,321.376,102.71473,53.81036,Gas-giant,1.850082696519394,4.217863866613027,2.3525097260495555,4.055933308000122,Too_hot,2.3070097260495555,-41.765515735964954,185.10630530375724,259.371993106621,3139.6931587882777
KELT-2 A b,KELT-2 A,15.13215,540.311,0.8598222078514066,0.05802489354337175,4.11379,1.54,6327.0,1.93,0.7281946021700266,0.0,134.058,180.95024,5.70825,Gas-giant,1.6987948289124528,3.9220090966920584,2.1786057890937234,3.771419166309164,Too_hot,2.1205808955503516,-133.37489615445216,-2.2122010332042237,13.333814397155308,1588.4220145530962
